OPENBVE18230
#ACCELERATION
1,1,25,25,1
1,1,25,25,1
1,1,25,25,1
1,1,25,25,1
1,1,25,25,1
1,1,25,25,1
1,1,25,25,1
1,1,25,25,1
1,1,25,25,1
1,1,25,25,1
#PERFORMANCE
0.1            ; Deceleration
0.35           ; CoefficientOfStaticFriction
0              ; Reserved (not used)
0.0025         ; CoefficientOfRollingResistance
1.2            ; AerodynamicDragCoefficient
#DELAY
0,0,0,0,0,0,0,0,0,0; DelayPowerUp
0,0,0,0,0,0,0,0,0,0; DelayPowerDown
0,0,0,0,0,0,0,0,0,0; DelayBrakeUp
0,0,0,0,0,0,0,0,0,0; DelayBrakeDown
0              ; ElectricBrakeDelayUp
0              ; ElectricBrakeDelayDown
0,0,0,0,0,0,0,0; DelayLocoBrakeUp (1.5.3.4+)
0,0,0,0,0,0,0,0; DelayLocoBrakeDown (1.5.3.4+)
#MOVE
1000           ; JerkPowerUp
1000           ; JerkPowerDown
1000           ; JerkBrakeUp
1000           ; JerkBrakeDown
300            ; BrakeCylinderUp
200            ; BrakeCylinderDown
#BRAKE
0              ; BrakeType
0              ; BrakeControlSystem
0              ; BrakeControlSpeed
0              ; LocoBrakeType (1.5.3.4+)
#PRESSURE
480            ; BrakeCylinderServiceMaximumPressure
480            ; BrakeCylinderEmergencyMaximumPressure
690            ; MainReservoirMinimumPressure
780            ; MainReservoirMaximumPressure
637.5          ; BrakePipeNormalPressure
#HANDLE
0              ; HandleType
10             ; PowerNotches
10             ; BrakeNotches
0              ; PowerNotchReduceSteps
0              ; EbHandleBehaviour (1.5.3.3+)
0              ; LocoBrakeNotches (1.5.3.4+)
0              ; LocoBrakeType (1.5.3.4+)
10             ; DriverPowerNotches
10             ; DriverBrakeNotches
#CAB
0              ; X
0              ; Y
0              ; Z
0              ; DriverCar
#CAR
40             ; MotorCarMass
1              ; NumberOfMotorCars
40             ; TrailerCarMass
1              ; NumberOfTrailerCars
20             ; LengthOfACar
0              ; FrontCarIsAMotorCar
2.6            ; WidthOfACar
3.2            ; HeightOfACar
1.5            ; CenterOfGravityHeight
5              ; ExposedFrontalArea
1.6            ; UnexposedFrontalArea
#DEVICE
0              ; Ats
0              ; Atc
0              ; Eb
0              ; ConstSpeed
0              ; HoldBrake
0              ; ReAdhesionDevice
0              ; Reserved (not used)
0              ; PassAlarm
0              ; DoorOpenMode
0              ; DoorCloseMode
1000           ; DoorWidth
0              ; DoorMaxTolerance
#MOTOR_P1
0,50.20243,81.37652
0,2.42915,82.75304
0,56.68016,84.12955
0,59.61539,85.50607
0,62.75304,86.88259
0,65.89069,88.25911
0,69.02834,89.63563
0,72.16599,91.01215
0,75.30364,92.38866
0,78.44129,93.76518
0,81.57894,95.1417
0,84.71659,96.51822
0,87.85424,97.89474
0,90.99189,99.27126
0,94.12954,100.6478
0,97.26719,102.0243
0,100.4049,103.4008
0,100.4049,104.7773
0,100.4049,106.1538
0,100.4049,107.5304
0,100.4049,108.9069
0,100.4049,110.2834
0,100.4049,111.6599
0,100.4049,113.0364
0,100.4049,114.413
0,100.4049,115.7895
0,100.4049,117.166
0,100.4049,118.5425
0,100.4049,119.919
0,100.4049,121.2955
0,100.4049,122.6721
0,100.4049,124.0486
0,100.4049,125.4251
0,100.4049,126.8016
0,100.4049,128.1781
0,100.4049,129.5546
0,100.4049,130.9312
0,100.4049,132.3077
0,100.4049,133.6842
0,100.4049,135.0607
0,100.4049,136.4372
0,100.4049,137.8137
0,100.4049,139.1902
0,100.4049,140.5667
0,100.4049,141.9432
0,100.4049,143.3197
0,100.4049,144.6963
0,100.4049,146.0728
0,100.4049,147.4493
0,100.4049,148.8258
0,100.4049,150.2023
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
0,100.4049,150.2024
